laudo,linha_texto,secao_detectada,item_detectado,status_original,categoria_sugerida,prioridade_sugerida,observacao_extraida,responsavel,status_correcao,evidencia_correcao,data_limite,status_original_norm,escola_curta,is_open,disciplina_detectada,is_arquitetura,status_exibicao,tipo_trabalho,complexidade,dono_sugerido,pacote_entrega,acao_sugerida,esforco_score,tags_operacionais,o_que_fazer,como_no_revit,evidencia_esperada,imagem_preview_relpath,imagem_origem_pdf,imagem_origem_pagina,imagem_confianca,problema_resumo
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4470,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,"PROJ. utilizados, placas, chumbadores e N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO parafusos)",,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p069.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,69,alta,"PROJ. utilizados, placas, chumbadores e N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO parafusos)"
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4482,MATERIAL FASE CONFORME,,NÃO,grafico_prancha;cobertura_quadra,P2,"PROJ. Tabelas, legendas e detalhes típicos NÃO BÁSICO Vestiário: Em conformidade. Quadra poliesportiva: Em conformidade.",,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p069.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,69,alta,"PROJ. Tabelas, legendas e detalhes típicos NÃO BÁSICO Vestiário: Em conformidade. Quadra poliesportiva: Em conformidade."
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4517,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Características do material NÃO Quadra poliesportiva: Não consta. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p070.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,70,alta,PROJ. Características do material NÃO Quadra poliesportiva: Não consta. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4531,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Carregamentos adotados NÃO BÁSICO Quadra poliesportiva: Não consta. Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p070.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,70,alta,PROJ. Carregamentos adotados NÃO BÁSICO Quadra poliesportiva: Não consta. Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4544,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,Instruções de ligação PROJ. N/A Deverá ser apresentado junto ao projeto executivo. soldada/parafusada EXECUTIVO PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p070.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,70,alta,Instruções de ligação PROJ. N/A Deverá ser apresentado junto ao projeto executivo. soldada/parafusada EXECUTIVO PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4547,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Bloco educacional: Em conformidade. PROJ. Indicação das escalas NÃO,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,gráfico/prancha,E1 rápido,arquitetura,orçamento/executivo,corrigir prancha,0,orçamento/executivo,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p070.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,70,alta,PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Bloco educacional: Em conformidade. PROJ. Indicação das escalas NÃO
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4551,MATERIAL FASE CONFORME,,NÃO,triagem_manual,P2,PROJ. Indicação das escalas NÃO BÁSICO Refeitório: Em conformidade.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,outros,false,desativado_nao_arquitetura,gráfico/prancha,E1 rápido,arquitetura,triagem operacional,corrigir prancha,1,triagem operacional,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p071.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,71,alta,PROJ. Indicação das escalas NÃO BÁSICO Refeitório: Em conformidade.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4588,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Normas utilizadas NÃO Quadra poliesportiva: Não consta. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de coberturas intermediarias.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,normativo,E2 médio,arquitetura,cobertura/quadra,revisar norma,3,cobertura/quadra,"Revisar item normativo aplicável, ajustar solução e atualizar referência técnica no memorial/prancha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p071.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,71,alta,PROJ. Normas utilizadas NÃO Quadra poliesportiva: Não consta. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de coberturas intermediarias.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4597,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,"PROJ. peças (pintura, galvanização, N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO revestimento, etc.) Bloco educacional: A planta chave deve apresentar uma representação clara, simplificada e abrangente do conjunto da edificação, permitindo a",,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p071.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,71,alta,"PROJ. peças (pintura, galvanização, N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO revestimento, etc.) Bloco educacional: A planta chave deve apresentar uma representação clara, simplificada e abrangente do conjunto da edificação, permitindo "
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4604,MATERIAL FASE CONFORME,,NÃO,grafico_prancha,P2,"Mapa chave / planta de situação da PROJ. fácil identificação da área específica do objeto de detalhamento. A ORGANIZAÇÃO NÃO edificação BÁSICO planta chave apresentada não cumpre essa função, uma vez que não PRANCHAS fornece informações suficientes para a adequada compreensão e localização do trecho analisado.",,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,triagem operacional,corrigir prancha,1,triagem operacional,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p071.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,71,alta,"Mapa chave / planta de situação da PROJ. fácil identificação da área específica do objeto de detalhamento. A ORGANIZAÇÃO NÃO edificação BÁSICO planta chave apresentada não cumpre essa função, uma vez que não PRANCHAS fornece informações suficientes para a adeq"
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4651,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Escalas de representação NÃO BÁSICO Vestiário: Em conformidade. Quadra poliesportiva: Em conformidade.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p072.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,72,alta,PROJ. Escalas de representação NÃO BÁSICO Vestiário: Em conformidade. Quadra poliesportiva: Em conformidade.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4685,MATERIAL FASE CONFORME,,NÃO,grafico_prancha;cobertura_quadra,P2,PROJ. Sobreposição de textos NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p073.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,73,alta,PROJ. Sobreposição de textos NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4698,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,Espessura de linhas e cores de PROJ. NÃO Quadra poliesportiva: Em conformidade. impressão BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p073.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,73,alta,Espessura de linhas e cores de PROJ. NÃO Quadra poliesportiva: Em conformidade. impressão BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4714,MATERIAL FASE CONFORME,,NÃO,grafico_prancha;cobertura_quadra,P2,Organização e numeração de PROJ. Vestiário: Em conformidade. NÃO pranchas BÁSICO Quadra poliesportiva: Em conformidade. Coberturas intermediárias: Não foi apresentado projeto de cobertura,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p073.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,73,alta,Organização e numeração de PROJ. Vestiário: Em conformidade. NÃO pranchas BÁSICO Quadra poliesportiva: Em conformidade. Coberturas intermediárias: Não foi apresentado projeto de cobertura
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4744,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Responsável técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Contratante N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p073.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,73,alta,PROJ. Responsável técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Contratante N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4747,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Contratante N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Dados da obra N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,PROJ. Contratante N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Dados da obra N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4750,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Dados da obra N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO ART/RRT PROJ. Atividades técnicas N/A Deverá ser apresentado junto ao projeto executivo.,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,documental,E1 rápido,coordenação/documentação,documentos assinados,apresentar documento,0,documentos assinados;orçamento/executivo,Juntar e anexar o documento faltante no pacote da disciplina com assinatura e identificação técnica.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,PROJ. Dados da obra N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO ART/RRT PROJ. Atividades técnicas N/A Deverá ser apresentado junto ao projeto executivo.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4754,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Atividades técnicas N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Observações N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,PROJ. Atividades técnicas N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Observações N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4757,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Observações N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Assinatura do Responsável Técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,PROJ. Observações N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Assinatura do Responsável Técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4760,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Assinatura do Responsável Técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Bloco educacional: Não foi apresentado IFC do bloco educacional. Refeitório: Não foi apresentado IFC do refeitório.,,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,PROJ. Assinatura do Responsável Técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Bloco educacional: Não foi apresentado IFC do bloco educacional. Refeitório: Não foi apresentado IFC do refeitório.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4770,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,Origem compatível ao modelo da PROJ. NÃO arquitetura. arquitetura BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias. MODELO 3D EM,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,Origem compatível ao modelo da PROJ. NÃO arquitetura. arquitetura BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias. MODELO 3D EM
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4787,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,Elementos estruturais numerados e PROJ. NÃO identificados BÁSICO Vestiário: Em conformidade. Quadra poliesportiva: Em conformidade.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,estrutura,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,2,cobertura/quadra;estrutura,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: revise vistas estruturais, verifique host/níveis e inconsistências entre detalhamento e implantação, depois reemitir folhas estruturais.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p074.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,74,alta,Elementos estruturais numerados e PROJ. NÃO identificados BÁSICO Vestiário: Em conformidade. Quadra poliesportiva: Em conformidade.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4821,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,Elementos estruturais com definição PROJ. NÃO Quadra poliesportiva: Em conformidade. de materiais BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,SINOP - E E SANTA CECÍLIA,True,estrutura,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,2,cobertura/quadra;estrutura,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: revise vistas estruturais, verifique host/níveis e inconsistências entre detalhamento e implantação, depois reemitir folhas estruturais.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p075.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,75,alta,Elementos estruturais com definição PROJ. NÃO Quadra poliesportiva: Em conformidade. de materiais BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4831,MATERIAL FASE CONFORME,,N/A,orcamento,P3,"PROJ. cantoneiras, enrijecedores, N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO conectores, chumbadores, parafusos, etc.) PLANILHA DE",,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,orçamento,E1 rápido,orçamento,orçamento/executivo,revisar orçamento,0,orçamento/executivo,Atualizar quantitativos e composição no orçamento para alinhar com o projeto corrigido.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p075.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,75,alta,"PROJ. cantoneiras, enrijecedores, N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO conectores, chumbadores, parafusos, etc.) PLANILHA DE"
001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,4838,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,"QUANTITATIVO PROJ. laminado, etc.) com especificação N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO do material (A-36, ASTM, SAE, etc.) Indicação do comprimento (m), peso PROJ. N/A Deverá ser apresentado junto ao projeto executivo.",,futuro_executivo_ou_nao_aplica,,,N/A,SINOP - E E SANTA CECÍLIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS__p075.jpg,001-2026 - JUNT - SINOP - E E SANTA CECÍLIA ASS,75,alta,"QUANTITATIVO PROJ. laminado, etc.) com especificação N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO do material (A-36, ASTM, SAE, etc.) Indicação do comprimento (m), peso PROJ. N/A Deverá ser apresentado junto ao projeto executivo."
